"","Dlr.Code","Tehsil","Model.Enquired","DSE","Enq.Type","Status","Status_der"
"310693",304900,215,22,165,9,7,"0"
"310701",304900,215,22,165,7,7,"0"
"310704",304900,15,22,165,2,5,"0"
"310707",304900,215,22,165,3,7,"0"
"310712",304900,215,82,165,2,4,"0"
"310714",304900,215,22,165,3,7,"0"
"310718",304900,15,40,165,7,7,"0"
"310725",304900,215,82,165,3,7,"0"
"310732",304900,215,31,165,1,7,"0"
"310739",304900,15,22,165,9,7,"0"
"310743",304900,215,81,165,2,5,"0"
"310746",304900,215,22,165,2,4,"0"
"310748",304900,215,22,165,2,4,"0"
"310751",304900,15,31,165,2,4,"0"
"310753",304900,15,22,165,2,4,"0"
"310757",304900,95,31,165,2,3,"1"
"310759",304900,15,22,165,7,7,"0"
"310764",304900,95,22,165,2,4,"0"
"310766",304900,15,22,165,2,4,"0"
"310768",304900,215,22,165,9,7,"0"
"310773",304900,215,40,165,2,4,"0"
"310775",304900,15,31,165,3,7,"0"
"310781",304900,95,22,165,9,7,"0"
"310788",304900,15,31,165,2,4,"0"
"310792",304900,215,82,165,2,5,"0"
"310795",304900,15,83,165,7,7,"0"
"310799",304900,215,81,165,9,7,"0"
"310808",304900,15,66,165,1,7,"0"
"310813",304900,95,22,165,1,7,"0"
"310818",304900,95,82,165,2,3,"1"
"310819",304900,95,22,165,2,3,"1"
"310820",304900,215,82,165,2,3,"1"
"310821",304900,95,82,165,2,3,"1"
"310822",304900,215,81,165,2,4,"0"
"310826",304900,95,22,165,2,4,"0"
"310831",304900,95,22,165,2,4,"0"
"310833",304900,215,27,165,7,7,"0"
"310842",304900,95,22,165,2,4,"0"
"310844",304900,215,22,165,2,3,"1"
"310845",304900,215,82,165,2,4,"0"
"310850",304900,95,82,165,2,3,"1"
"310851",304900,215,82,165,2,3,"1"
"310852",304900,215,81,165,2,4,"0"
"310855",304900,215,22,165,7,7,"0"
"310861",304900,95,82,165,9,7,"0"
"310866",304900,15,82,165,2,4,"0"
"310871",304900,95,31,165,2,4,"0"
"310873",304900,15,22,165,3,7,"0"
"310880",304900,15,31,165,3,7,"0"
"310885",304900,215,81,165,2,3,"1"
"310886",304900,95,22,165,9,7,"0"
"310892",304900,215,82,165,2,3,"1"
"310894",304900,95,22,165,2,4,"0"
"310895",304900,95,82,165,2,5,"0"
"310898",304900,215,44,165,2,4,"0"
"310901",304900,15,22,165,9,7,"0"
"310907",304900,215,83,165,9,7,"0"
"310914",304900,15,22,165,3,7,"0"
"310918",304900,215,81,165,7,7,"0"
"310919",304900,215,82,165,3,7,"0"
"310920",304900,95,82,165,9,7,"0"
"310921",304900,215,82,165,9,7,"0"
"310922",304900,215,82,165,3,7,"0"
"310923",304900,215,82,165,9,7,"0"
"310924",304900,215,82,165,7,7,"0"
"310926",304900,95,82,165,7,7,"0"
"310929",304900,215,82,165,2,3,"1"
"310931",304900,215,22,165,7,7,"0"
"310934",304900,215,31,165,2,3,"1"
"310937",304900,215,83,165,2,3,"1"
"310939",304900,215,22,165,3,7,"0"
"310940",304900,215,82,165,7,7,"0"
"310941",304900,15,82,165,7,7,"0"
"310942",304900,215,82,165,9,7,"0"
"310943",304900,15,82,165,9,7,"0"
"310945",304900,95,31,165,7,7,"0"
"310947",304900,215,41,165,9,7,"0"
"310949",304900,215,83,165,2,3,"1"
"310951",304900,95,66,165,2,4,"0"
"310952",304900,215,22,165,7,7,"0"
"310956",304900,15,82,165,7,7,"0"
"310958",304900,215,83,165,7,7,"0"
"310959",304900,15,27,165,7,7,"0"
"310960",304900,215,82,165,2,4,"0"
"310962",304900,215,82,165,2,4,"0"
"310966",304900,215,31,165,2,4,"0"
"310967",304900,215,82,165,2,4,"0"
"310969",304900,215,82,165,2,3,"1"
"310971",304900,215,22,165,9,7,"0"
"310975",304900,95,31,165,7,7,"0"
"310977",304900,95,41,165,7,7,"0"
"310978",304900,215,31,165,7,7,"0"
"310979",304900,215,82,165,9,7,"0"
"310980",304900,215,82,165,9,7,"0"
"310981",304900,95,82,165,9,7,"0"
"310982",304900,215,82,165,9,7,"0"
"310983",304900,215,82,165,7,7,"0"
"310984",304900,15,40,165,7,7,"0"
"310985",304900,215,83,165,7,7,"0"
"310988",304900,215,82,165,7,7,"0"
"310991",304900,215,22,165,2,4,"0"
"310994",304900,215,59,165,7,7,"0"
"310998",304900,215,83,165,2,4,"0"
"311000",304900,215,82,165,9,7,"0"
"311004",304900,95,82,165,2,3,"1"
"311005",304900,215,83,165,2,3,"1"
"311006",304900,215,82,165,9,7,"0"
"311011",304900,15,82,165,2,5,"0"
"311012",308600,90,22,584,2,4,"0"
"311013",308600,153,22,584,2,3,"1"
"311014",308600,153,22,584,1,7,"0"
"311020",308600,90,22,584,2,4,"0"
"311021",308600,90,83,584,2,4,"0"
"311024",308600,153,40,584,2,4,"0"
"311026",308600,153,22,584,2,4,"0"
"311027",308600,90,22,584,2,4,"0"
"311030",308600,90,22,584,2,5,"0"
"311031",308600,153,22,584,2,4,"0"
"311032",308600,90,22,584,2,4,"0"
"311033",308600,90,31,584,2,4,"0"
"311038",308600,90,22,584,2,4,"0"
"311044",308600,90,22,584,2,4,"0"
"311047",308600,153,40,584,2,4,"0"
"311048",308600,90,22,584,2,4,"0"
"311051",308600,90,40,584,2,4,"0"
"311052",308600,153,22,584,2,3,"1"
"311053",308600,90,82,584,2,4,"0"
"311055",308600,153,22,584,2,4,"0"
"311056",308600,90,82,584,3,7,"0"
"311061",308600,153,22,584,2,3,"1"
"311062",308600,153,22,584,9,7,"0"
"311066",308600,153,60,584,2,4,"0"
"311068",308600,90,83,584,2,4,"0"
"311072",308600,90,81,584,2,5,"0"
"311078",308600,90,22,584,2,4,"0"
"311079",308600,153,22,584,2,4,"0"
"311081",308600,153,40,584,2,4,"0"
"311088",308600,90,83,584,2,4,"0"
"311090",308600,90,22,584,2,4,"0"
"311091",308600,90,82,584,2,4,"0"
"311095",308600,90,22,584,2,4,"0"
"311097",308600,153,40,584,2,4,"0"
"311098",308600,153,22,584,2,4,"0"
"311100",308600,90,22,584,2,4,"0"
"311101",308600,153,22,584,1,7,"0"
"311107",308600,90,22,584,2,4,"0"
"311108",308600,153,22,584,9,7,"0"
"311117",308600,153,31,584,2,4,"0"
"311120",308600,153,41,584,2,4,"0"
"311125",308600,90,82,584,2,4,"0"
"311130",308600,153,83,584,2,4,"0"
"311134",308600,90,82,584,2,4,"0"
"311137",308600,153,22,584,3,7,"0"
"311138",308600,153,22,584,1,7,"0"
"311139",308600,153,27,584,1,7,"0"
"311140",308600,153,31,584,9,7,"0"
"311141",308600,153,31,584,3,7,"0"
"311142",308600,90,22,584,2,4,"0"
"311145",308600,90,22,584,9,7,"0"
"311148",308600,90,40,584,9,7,"0"
"311149",308600,90,82,584,2,4,"0"
"311152",308600,153,82,584,9,7,"0"
"311157",308600,153,44,584,3,7,"0"
"311159",308600,153,22,350,2,4,"0"
"311160",308600,153,22,350,2,4,"0"
"311161",308600,153,22,350,2,4,"0"
"311166",308600,153,22,350,2,4,"0"
"311167",308600,153,83,350,3,7,"0"
"311172",308600,153,22,350,9,7,"0"
"311176",308600,153,22,350,2,4,"0"
"311179",308600,153,22,350,2,3,"1"
"311180",308600,153,22,350,1,7,"0"
"311185",308600,153,41,350,2,4,"0"
"311186",308600,153,22,350,9,7,"0"
"311189",308600,153,22,350,9,7,"0"
"311192",308600,153,22,350,1,7,"0"
"311195",308600,153,22,350,2,4,"0"
"311196",308600,153,40,350,2,4,"0"
"311199",308600,153,40,350,9,7,"0"
"311205",308600,153,22,350,9,7,"0"
"311212",308600,153,27,350,2,5,"0"
"311219",308600,153,22,350,2,3,"1"
"311220",308600,153,22,350,1,7,"0"
"311225",308600,153,22,350,2,4,"0"
"311227",308600,153,22,350,2,3,"1"
"311228",308600,153,22,350,2,3,"1"
"311230",308600,153,22,350,2,3,"1"
"311231",308600,153,22,350,2,3,"1"
"311232",308600,153,22,350,3,7,"0"
"311238",308600,153,22,350,2,3,"1"
"311241",308600,153,22,350,2,3,"1"
"311243",308600,153,22,350,2,5,"0"
"311245",308600,153,22,350,2,3,"1"
"311246",308600,153,22,350,2,5,"0"
"311248",308600,153,31,350,2,3,"1"
"311251",308600,153,40,350,2,4,"0"
"311256",308600,153,27,350,2,4,"0"
"311259",308600,153,22,350,2,4,"0"
"311264",308600,153,27,350,9,7,"0"
"311269",308600,153,22,350,2,3,"1"
"311270",308600,153,22,350,2,3,"1"
"311276",308600,153,22,350,2,3,"1"
"311278",308600,153,22,350,2,5,"0"
"311280",308600,153,22,350,2,4,"0"
"311281",308600,153,41,350,2,4,"0"
"311282",308600,153,22,350,2,4,"0"
"311287",308600,153,22,350,2,4,"0"
"311295",308600,153,22,350,2,4,"0"
"311300",308600,153,31,350,2,4,"0"
"311304",308600,153,22,350,1,7,"0"
"311308",308600,153,22,350,1,7,"0"
"311309",308600,153,22,350,1,7,"0"
"311312",308600,153,22,350,2,4,"0"
"311314",308600,153,41,350,2,4,"0"
"311315",308600,153,22,350,9,7,"0"
"311318",308600,153,82,350,3,7,"0"
"311322",308600,153,82,350,3,7,"0"
"311323",308600,153,22,350,1,7,"0"
"311324",308600,153,22,350,1,7,"0"
"311328",308600,153,22,350,1,7,"0"
"311329",308600,153,22,350,1,7,"0"
"311330",308600,153,22,350,1,7,"0"
"311331",308600,153,22,350,9,7,"0"
"311333",308600,153,22,350,9,7,"0"
"311334",308600,153,22,350,3,7,"0"
"311335",308600,153,31,350,1,7,"0"
"311336",308600,153,40,394,2,4,"0"
"311341",308600,153,31,394,2,5,"0"
"311343",308600,153,22,394,2,4,"0"
"311345",308600,153,22,394,2,4,"0"
"311347",308600,153,22,394,2,4,"0"
"311350",308600,153,31,394,2,4,"0"
"311353",308600,153,22,394,2,4,"0"
"311356",308600,153,40,394,2,3,"1"
"311357",308600,153,22,394,2,4,"0"
"311359",308600,153,27,394,2,4,"0"
"311363",308600,153,22,394,2,4,"0"
"311367",308600,153,22,394,9,7,"0"
"311374",308600,153,27,394,2,4,"0"
"311380",308600,153,40,394,2,4,"0"
"311387",308600,153,22,394,2,4,"0"
"311388",308600,153,82,394,2,3,"1"
"311390",308600,153,22,394,2,4,"0"
"311391",308600,153,22,394,1,7,"0"
"311392",308600,153,22,394,2,4,"0"
"311394",308600,153,22,394,2,4,"0"
"311396",308600,153,40,394,3,7,"0"
"311403",308600,153,41,394,2,4,"0"
"311406",308600,153,40,394,2,4,"0"
"311407",308600,153,22,394,2,4,"0"
"311409",308600,153,22,394,2,3,"1"
"311410",308600,153,22,394,1,7,"0"
"311414",308600,153,83,394,2,3,"1"
"311417",308600,153,22,394,2,3,"1"
"311419",308600,153,82,394,1,7,"0"
"311422",308600,153,83,394,2,3,"1"
"311424",308600,153,22,394,9,7,"0"
"311426",308600,153,82,394,2,3,"1"
"311428",308600,153,22,394,3,7,"0"
"311433",308600,153,40,394,2,3,"1"
"311435",308600,153,40,394,2,4,"0"
"311437",308600,153,40,394,3,7,"0"
"311444",308600,153,22,394,9,7,"0"
"311448",308600,153,83,394,2,4,"0"
"311449",308600,153,22,394,2,4,"0"
"311450",308600,153,22,394,2,4,"0"
"311453",308600,153,40,394,2,3,"1"
"311454",308600,153,22,394,3,7,"0"
"311462",308600,153,40,394,2,3,"1"
"311463",308600,153,40,394,2,4,"0"
"311464",308600,153,22,394,9,7,"0"
"311468",308600,153,22,394,2,4,"0"
"311470",308600,90,173,394,2,4,"0"
"311472",308600,153,22,394,2,4,"0"
"311473",308600,108,22,180,2,3,"1"
"311474",308600,90,22,180,2,3,"1"
"311475",308600,90,22,180,2,4,"0"
"311476",308600,90,22,180,3,7,"0"
"311483",308600,90,31,180,9,7,"0"
"311488",308600,90,22,180,9,7,"0"
"311494",308600,90,22,180,2,4,"0"
"311497",308600,90,22,180,2,4,"0"
"311500",308600,90,22,180,1,7,"0"
"311504",308600,89,22,180,2,4,"0"
"311506",308600,90,22,180,2,4,"0"
"311507",308600,90,22,180,2,3,"1"
"311508",308600,90,22,180,2,4,"0"
"311510",308600,89,22,180,2,4,"0"
"311514",308600,89,22,180,2,4,"0"
"311517",308600,90,31,180,2,4,"0"
"311519",308600,90,66,180,2,4,"0"
"311521",308600,153,22,180,2,4,"0"
"311522",308600,90,22,180,2,4,"0"
"311523",308600,90,40,180,2,3,"1"
"311524",308600,90,22,180,2,3,"1"
"311525",308600,90,22,180,2,4,"0"
"311527",308600,90,22,180,1,7,"0"
"311535",308600,90,177,180,1,7,"0"
"311540",308600,90,22,180,2,4,"0"
"311542",308600,90,22,180,9,7,"0"
"311548",308600,90,22,180,3,7,"0"
"311551",308600,90,22,180,2,4,"0"
"311553",308600,89,22,180,2,4,"0"
"311556",308600,89,22,180,9,7,"0"
"311557",308600,89,76,180,9,7,"0"
"311558",308600,90,22,180,9,7,"0"
"311559",308600,47,22,180,2,3,"1"
"311561",308600,89,22,180,2,4,"0"
"311564",308600,90,22,180,9,7,"0"
"311566",308600,90,22,180,2,4,"0"
"311571",308600,89,22,180,2,3,"1"
"311574",308600,90,22,180,2,4,"0"
"311575",308600,90,22,180,3,7,"0"
"311578",308600,90,22,180,7,7,"0"
"311581",308600,90,40,180,2,4,"0"
"311582",308600,90,41,180,2,4,"0"
"311584",308600,90,22,180,7,7,"0"
"311591",308600,89,83,180,3,7,"0"
"311597",308600,90,40,180,2,4,"0"
"311599",308600,89,22,180,2,4,"0"
"311602",308600,90,31,180,2,4,"0"
"311605",308600,90,22,180,1,7,"0"
"311613",308600,89,66,180,2,4,"0"
"311617",308600,90,40,180,2,4,"0"
"311622",308600,89,22,180,7,7,"0"
"311628",308600,90,41,180,2,4,"0"
"311632",308600,89,40,180,2,3,"1"
"311633",308600,90,31,180,2,4,"0"
"311634",308600,90,83,180,2,4,"0"
"311639",308600,89,22,180,2,4,"0"
"311641",308600,90,22,180,2,4,"0"
"311643",308600,90,83,180,2,4,"0"
"311644",308600,90,22,180,2,4,"0"
"311649",308600,90,22,180,2,4,"0"
"311651",308600,90,22,180,2,4,"0"
"311652",308600,90,22,180,2,4,"0"
"311656",308600,90,22,180,2,4,"0"
"311658",308600,90,45,180,2,3,"1"
"311659",308600,90,22,180,2,4,"0"
"311660",308600,90,40,180,9,7,"0"
"311665",308600,90,22,180,2,4,"0"
"311667",308600,90,40,180,2,4,"0"
"311668",308600,89,22,180,2,4,"0"
"311669",308600,90,22,180,2,4,"0"
"311673",308600,90,22,180,2,4,"0"
"311675",308600,90,31,180,2,4,"0"
"311677",308600,90,22,180,2,4,"0"
"311678",308600,90,83,180,2,3,"1"
"311680",308600,90,22,180,2,4,"0"
"311686",308600,90,22,180,2,4,"0"
"311688",308600,89,22,180,2,4,"0"
"311691",308600,89,40,180,2,4,"0"
"311693",308600,89,22,180,1,7,"0"
"311700",308600,89,31,180,2,4,"0"
"311702",308600,89,31,180,2,4,"0"
"311703",308600,90,22,180,2,4,"0"
"311704",308600,90,22,180,2,3,"1"
"311710",308600,90,22,180,2,4,"0"
"311715",308600,90,22,180,2,4,"0"
"311717",308600,90,31,180,2,4,"0"
"311721",308600,90,41,180,2,4,"0"
"311726",308600,89,83,180,2,4,"0"
"311729",325200,52,40,318,1,7,"0"
"311731",325200,52,40,318,3,7,"0"
"311733",325200,52,40,318,3,7,"0"
"311735",325200,52,40,318,1,7,"0"
"311737",325200,52,40,318,1,7,"0"
"311739",325200,52,40,318,1,7,"0"
"311741",325200,52,40,318,1,7,"0"
"311743",325200,52,40,318,1,7,"0"
"311745",325200,52,40,318,1,7,"0"
"311747",325200,52,40,318,1,7,"0"
"311749",325200,52,40,318,1,7,"0"
"311751",325200,52,40,318,1,7,"0"
"311753",325200,52,40,318,1,7,"0"
"311757",325200,52,40,318,1,7,"0"
"311759",325200,52,22,318,2,4,"0"
"311760",325200,52,40,318,1,7,"0"
"311764",325200,52,40,318,9,7,"0"
"311769",325200,52,31,318,2,4,"0"
"311773",325200,52,40,318,7,7,"0"
"311780",325200,52,40,318,2,4,"0"
"311781",325200,52,40,318,2,4,"0"
"311786",325200,52,40,318,2,4,"0"
"311790",325200,52,40,318,2,4,"0"
"311795",325200,143,22,318,2,4,"0"
"311797",325200,52,27,318,1,7,"0"
"311799",325200,52,40,318,1,7,"0"
"311801",325200,52,40,318,1,7,"0"
"311803",325200,52,40,318,1,7,"0"
"311805",325200,143,31,318,7,7,"0"
"311812",325200,52,41,318,7,7,"0"
"311815",325200,52,41,318,3,7,"0"
"311818",325200,52,31,318,2,4,"0"
"311823",325200,52,40,318,2,4,"0"
"311828",325200,52,40,318,2,4,"0"
"311833",325200,52,40,318,2,4,"0"
"311835",325200,52,40,318,2,4,"0"
"311837",325200,52,31,318,1,7,"0"
"311838",325200,52,31,318,1,7,"0"
"311839",325200,52,40,318,1,7,"0"
"311840",325200,143,41,318,7,7,"0"
"311842",325200,52,40,318,1,7,"0"
"311843",325200,52,27,318,1,7,"0"
"311844",325200,52,40,318,1,7,"0"
"311846",325200,52,40,318,1,7,"0"
"311848",325200,52,31,318,1,7,"0"
"311849",325200,52,40,318,1,7,"0"
"311851",325200,143,60,318,1,7,"0"
"311854",325200,52,41,318,1,7,"0"
"311855",325200,143,70,318,2,4,"0"
"311856",325200,143,66,318,2,4,"0"
"311859",325200,143,22,318,3,7,"0"
"311863",325200,52,40,318,1,7,"0"
"311865",325200,52,40,318,1,7,"0"
"311867",325200,52,40,318,1,7,"0"
"311869",325200,52,40,318,1,7,"0"
"311871",325200,52,40,318,1,7,"0"
"311873",325200,52,40,318,1,7,"0"
"311875",325200,52,40,318,1,7,"0"
"311877",325200,52,40,318,1,7,"0"
"311879",325200,52,82,318,1,7,"0"
"311881",325200,52,40,318,1,7,"0"
"311883",325200,52,40,318,1,7,"0"
"311886",325200,52,40,281,2,3,"1"
"311887",325200,52,22,281,2,3,"1"
"311890",325200,52,44,281,1,7,"0"
"311891",325200,52,41,281,1,7,"0"
"311892",325200,52,40,281,1,7,"0"
"311895",325200,52,40,281,1,7,"0"
"311898",325200,52,40,281,1,7,"0"
"311901",325200,52,40,281,2,3,"1"
"311902",325200,52,40,281,1,7,"0"
"311904",325200,52,40,281,3,7,"0"
"311906",325200,52,40,281,3,7,"0"
"311909",325200,52,40,281,1,7,"0"
"311911",325200,52,40,281,1,7,"0"
"311914",325200,52,40,281,1,7,"0"
"311916",325200,52,40,281,3,7,"0"
"311918",325200,52,40,281,9,7,"0"
"311921",325200,52,31,281,2,3,"1"
"311922",325200,52,82,281,2,3,"1"
"311923",325200,52,41,281,2,3,"1"
"311924",325200,143,40,281,2,3,"1"
"311925",325200,143,22,281,3,7,"0"
"311930",325200,52,41,281,2,3,"1"
"311931",325200,52,31,281,2,3,"1"
"311932",325200,52,22,281,2,3,"1"
"311933",325200,4,40,281,2,3,"1"
"311934",325200,52,31,281,1,7,"0"
"311935",325200,52,41,281,3,7,"0"
"311936",325200,52,31,281,1,7,"0"
"311937",325200,52,40,281,1,7,"0"
"311938",325200,52,40,281,1,7,"0"
"311939",325200,52,31,281,1,7,"0"
"311940",325200,52,31,281,1,7,"0"
"311941",325200,52,40,281,1,7,"0"
"311942",325200,52,31,281,1,7,"0"
"311943",325200,52,31,281,1,7,"0"
"311944",325200,52,27,281,1,7,"0"
"311946",325200,52,31,281,1,7,"0"
"311947",325200,52,31,281,1,7,"0"
"311948",325200,52,40,281,1,7,"0"
"311949",325200,52,27,281,1,7,"0"
"311950",325200,52,40,281,1,7,"0"
"311951",325200,52,40,281,1,7,"0"
"311952",325200,52,27,281,1,7,"0"
"311954",325200,52,40,281,1,7,"0"
"311956",325200,52,27,281,1,7,"0"
"311958",325200,52,31,281,1,7,"0"
"311959",325200,52,31,281,1,7,"0"
"311960",325200,52,31,281,1,7,"0"
"311962",325200,52,27,281,1,7,"0"
"311963",325200,52,27,281,1,7,"0"
"311964",325200,52,40,281,3,7,"0"
"311965",325200,52,40,281,1,7,"0"
"311966",325200,52,40,281,1,7,"0"
"311967",325200,52,41,281,1,7,"0"
"311969",325200,52,40,281,1,7,"0"
"311971",325200,52,40,281,1,7,"0"
"311972",325200,52,44,281,1,7,"0"
"311973",325200,52,31,281,1,7,"0"
"311974",325200,52,40,281,1,7,"0"
"311982",325200,52,40,281,2,4,"0"
"311984",325200,52,22,281,2,4,"0"
"311989",325200,52,40,281,2,5,"0"
"311992",325200,52,40,281,2,4,"0"
"311993",325200,52,40,281,2,4,"0"
"311997",325200,52,40,281,2,4,"0"
"312001",325200,52,41,281,7,7,"0"
"312008",325200,52,41,281,1,7,"0"
"312015",325200,52,41,281,7,7,"0"
"312022",325200,52,22,281,7,7,"0"
"312028",325200,52,40,281,1,7,"0"
"312032",325200,52,40,281,7,7,"0"
"312040",325200,52,40,281,2,5,"0"
"312044",325200,52,40,281,2,4,"0"
"312048",325200,52,40,281,2,4,"0"
"312051",325200,52,40,281,7,7,"0"
"312056",325200,52,31,281,2,4,"0"
"312060",325200,52,40,281,7,7,"0"
"312067",325200,52,41,281,2,3,"1"
"312068",325200,52,40,281,1,7,"0"
"312070",325200,52,40,281,1,7,"0"
"312072",325200,52,40,281,1,7,"0"
"312075",325200,52,40,281,1,7,"0"
"312078",325200,52,40,281,1,7,"0"
"312080",325200,52,40,281,1,7,"0"
"312083",325200,52,40,281,2,3,"1"
"312084",325200,52,40,281,1,7,"0"
"312086",325200,143,40,281,1,7,"0"
"312089",325200,52,40,281,1,7,"0"
"312092",325200,52,40,281,1,7,"0"
"312095",325200,52,40,281,1,7,"0"
"312099",325200,52,40,281,2,3,"1"
"312100",325200,52,40,281,2,4,"0"
"312102",325200,52,40,281,9,7,"0"
"312105",325200,52,40,281,2,4,"0"
"312107",325200,52,40,281,2,4,"0"
"312109",325200,52,40,281,9,7,"0"
"312116",325200,52,40,281,9,7,"0"
"312120",325200,52,40,281,2,4,"0"
"312122",325200,52,60,281,2,3,"1"
"312123",325200,52,40,281,7,7,"0"
"312130",325200,52,40,281,2,4,"0"
"312132",325200,52,40,281,3,7,"0"
"312136",325200,52,40,281,2,4,"0"
"312141",325200,52,40,281,1,7,"0"
"312145",325200,52,40,281,2,4,"0"
"312147",325200,52,40,281,2,4,"0"
"312150",325200,52,40,281,2,4,"0"
"312153",325200,52,40,281,2,4,"0"
"312155",325200,52,31,281,2,3,"1"
"312160",325200,52,41,281,2,3,"1"
"312162",325200,52,22,281,2,4,"0"
"312165",325200,52,31,281,1,7,"0"
"312171",325200,52,40,281,2,4,"0"
"312173",325200,143,40,281,2,3,"1"
"312174",325200,52,82,281,2,4,"0"
"312178",325200,4,40,281,2,3,"1"
"312179",325200,52,82,281,2,3,"1"
"312180",325200,52,40,281,2,3,"1"
"312185",325200,52,40,281,2,3,"1"
"312186",325200,4,40,281,2,3,"1"
"312187",325200,52,31,281,2,3,"1"
"312188",325200,52,31,281,2,3,"1"
"312189",325200,4,40,281,9,7,"0"
"312194",325200,52,40,281,2,3,"1"
"312195",325200,52,40,379,7,7,"0"
"312196",325200,52,40,379,3,7,"0"
"312197",325200,52,40,379,3,7,"0"
"312198",325200,52,59,379,9,7,"0"
"312199",325200,52,40,379,9,7,"0"
"312200",325200,52,40,379,3,7,"0"
"312201",325200,52,82,379,9,7,"0"
"312202",325200,143,22,379,7,7,"0"
"312204",325200,52,41,379,9,7,"0"
"312207",325200,52,40,379,1,7,"0"
"312209",325200,52,40,379,1,7,"0"
"312211",325200,52,40,379,1,7,"0"
"312213",325200,52,40,379,9,7,"0"
"312215",325200,52,40,379,9,7,"0"
"312217",325200,52,54,379,1,7,"0"
"312220",325200,52,40,379,1,7,"0"
"312222",325200,52,40,379,9,7,"0"
"312225",325200,52,40,379,1,7,"0"
"312227",325200,52,40,379,1,7,"0"
"312229",325200,52,40,379,1,7,"0"
"312231",325200,52,40,379,7,7,"0"
"312237",325200,52,40,379,1,7,"0"
"312239",325200,52,22,379,7,7,"0"
"312244",325200,52,41,379,2,3,"1"
"312245",325200,52,41,379,3,7,"0"
"312250",325200,52,59,379,2,4,"0"
"312252",325200,52,22,379,2,3,"1"
"312253",325200,52,40,379,2,3,"1"
"312254",325200,98,22,379,2,3,"1"
"312255",325200,52,40,379,2,3,"1"
"312256",325200,52,40,379,3,7,"0"
"312262",325200,52,40,379,2,4,"0"
"312263",325200,52,40,379,2,3,"1"
"312264",325200,52,82,379,2,3,"1"
"312265",325200,52,40,379,9,7,"0"
"312268",325200,52,41,379,2,4,"0"
"312269",325200,52,59,379,7,7,"0"
"312275",325200,52,45,379,7,7,"0"
"312278",325200,52,41,379,2,4,"0"
"312281",325200,52,22,379,2,4,"0"
"312284",325200,52,82,379,1,7,"0"
"312287",325200,52,40,379,7,7,"0"
"312291",325200,52,31,379,9,7,"0"
"312292",325200,52,40,379,9,7,"0"
"312293",325200,52,82,379,9,7,"0"
"312294",325200,52,41,379,1,7,"0"
"312295",325200,52,40,379,3,7,"0"
"312296",325200,52,40,379,9,7,"0"
"312297",325200,52,40,379,9,7,"0"
"312298",325200,52,40,379,3,7,"0"
"312299",325200,52,22,379,9,7,"0"
"312300",325200,52,40,379,3,7,"0"
"312301",325200,52,59,379,3,7,"0"
"312305",325200,52,40,379,7,7,"0"
"312309",325200,52,40,379,3,7,"0"
"312311",325200,52,40,379,1,7,"0"
"312313",325200,52,40,379,1,7,"0"
"312315",325200,52,40,379,1,7,"0"
"312317",325200,52,31,379,3,7,"0"
"312320",325200,52,44,379,1,7,"0"
"312323",325200,52,40,379,1,7,"0"
"312325",325200,52,40,379,3,7,"0"
"312328",325200,52,40,379,1,7,"0"
"312330",325200,143,40,379,1,7,"0"
"312332",325200,52,31,379,1,7,"0"
"312334",325200,52,40,379,1,7,"0"
"312336",325200,52,40,379,1,7,"0"
"312338",325200,52,40,379,1,7,"0"
"312340",325200,52,40,379,1,7,"0"
"312342",325200,52,40,379,1,7,"0"
"312344",325200,52,40,379,2,4,"0"
"312349",325200,52,31,379,2,4,"0"
"312351",325200,52,40,379,2,4,"0"
"312357",325200,52,40,379,9,7,"0"
"312366",325200,52,59,379,2,4,"0"
"312372",325200,52,40,379,3,7,"0"
"312378",325200,52,40,379,3,7,"0"
"312384",325200,52,40,379,2,4,"0"
"312389",325200,52,40,379,7,7,"0"
"312397",325200,52,41,379,2,4,"0"
"312398",325200,52,82,379,2,3,"1"
"312399",325200,52,40,379,2,4,"0"
"312403",325200,52,40,379,2,3,"1"
"312404",325200,52,40,379,2,5,"0"
"312407",325200,52,40,379,2,4,"0"
"312408",325200,143,40,379,2,3,"1"
"312409",325200,52,31,379,3,7,"0"
"312415",325200,52,66,379,2,4,"0"
"312417",325200,52,41,379,2,3,"1"
"312418",325200,52,76,379,2,4,"0"
"312423",325200,52,40,379,2,4,"0"
"312428",325200,52,31,379,2,4,"0"
"312432",325200,52,31,379,2,4,"0"
"312439",325200,52,41,379,2,4,"0"
"312444",325200,52,40,379,9,7,"0"
"312452",325200,52,40,379,9,7,"0"
"312460",325200,52,59,379,2,3,"1"
"312461",325200,52,41,379,2,3,"1"
"312462",325200,52,40,379,2,4,"0"
"312465",325200,52,40,379,2,4,"0"
"312467",325200,52,40,379,7,7,"0"
"312472",325200,143,40,379,7,7,"0"
"312478",325200,143,40,379,7,7,"0"
"312484",325200,52,82,379,9,7,"0"
"312491",325200,52,40,379,2,4,"0"
"312493",325200,52,40,379,7,7,"0"
"312499",325200,52,31,379,2,4,"0"
"312502",325200,143,40,379,2,4,"0"
"312503",325200,52,45,379,3,7,"0"
"312509",325200,52,83,379,2,4,"0"
"312513",325200,52,31,379,2,3,"1"
"312515",325200,52,40,379,1,7,"0"
"312519",325200,52,40,379,2,4,"0"
"312521",325200,52,45,379,2,5,"0"
"312525",325200,52,40,379,2,4,"0"
"312529",325200,52,40,379,1,7,"0"
