"","Dlr.Code","Tehsil","Model.Enquired","DSE","Enq.Type","Status","Status_der"
"4727",262001,145,121,292,2,4,"0"
"4729",262001,145,90,292,2,4,"0"
"4730",262001,116,122,292,1,7,"0"
"4739",262001,145,166,292,2,4,"0"
"4741",309900,34,151,68,2,4,"0"
"4746",309900,34,95,68,2,4,"0"
"4750",309900,34,141,68,2,4,"0"
"4756",309900,34,112,68,2,4,"0"
"4761",309900,34,95,68,2,4,"0"
"4765",309900,34,121,68,2,4,"0"
"4769",309900,34,100,68,2,4,"0"
"4773",309900,34,122,68,2,4,"0"
"4778",309900,34,166,68,2,4,"0"
"4783",309900,34,144,68,2,4,"0"
"4788",309900,34,166,68,2,4,"0"
"4792",309900,161,112,68,2,4,"0"
"4803",309900,34,121,68,2,4,"0"
"4806",309900,34,112,68,2,4,"0"
"4809",309900,34,133,68,2,4,"0"
"4813",309900,34,133,68,2,4,"0"
"4816",309900,85,112,68,2,4,"0"
"4819",309900,34,121,68,2,4,"0"
"4822",309900,34,121,68,2,4,"0"
"4826",309900,34,158,68,2,4,"0"
"4829",309900,161,121,68,2,4,"0"
"4834",309900,34,122,68,2,4,"0"
"4837",309900,34,100,68,2,4,"0"
"4840",309900,85,112,68,2,4,"0"
"4843",309900,34,169,68,2,4,"0"
"4851",309900,34,173,68,2,4,"0"
"4860",309900,34,141,68,2,4,"0"
"4864",309900,34,167,68,2,4,"0"
"4873",309900,34,96,68,2,4,"0"
"4880",309900,34,121,68,2,4,"0"
"4890",309900,34,170,68,2,4,"0"
"4894",309900,34,166,68,2,4,"0"
"4898",309900,34,170,68,2,4,"0"
"4902",309900,34,173,68,2,4,"0"
"4906",309900,34,172,68,2,4,"0"
"4910",309900,34,87,68,2,4,"0"
"4914",309900,34,100,68,2,4,"0"
"4918",309900,34,176,68,2,4,"0"
"4924",309900,34,128,68,2,4,"0"
"4930",309900,236,158,68,2,4,"0"
"4940",309900,34,126,68,2,4,"0"
"4946",309900,85,122,68,2,4,"0"
"4953",309900,34,175,68,2,4,"0"
"4959",309900,174,174,68,2,4,"0"
"4966",309900,34,170,68,2,4,"0"
"4972",309900,34,99,68,2,4,"0"
"4979",309900,34,172,68,2,4,"0"
"4986",309900,34,170,68,2,4,"0"
"4993",309900,34,172,68,2,4,"0"
"5002",309900,34,172,68,2,4,"0"
"5009",309900,34,170,68,2,4,"0"
"5015",309900,34,125,68,2,4,"0"
"5022",309900,34,170,68,2,4,"0"
"5033",309900,161,173,68,2,4,"0"
"5043",309900,161,119,68,2,4,"0"
"5057",309900,34,169,68,2,4,"0"
"5069",309900,34,174,68,2,4,"0"
"5077",309900,34,172,68,2,4,"0"
"5086",309900,34,169,68,2,4,"0"
"5093",309900,34,170,68,2,4,"0"
"5099",309900,34,174,68,2,4,"0"
"5106",309900,34,169,68,2,4,"0"
"5115",309900,34,170,68,2,4,"0"
"5122",309900,34,99,68,2,4,"0"
"5129",309900,34,172,68,2,4,"0"
"5138",309900,34,174,68,2,4,"0"
"5147",309900,161,155,68,2,4,"0"
"5166",309900,161,157,68,2,4,"0"
"5174",309900,161,173,68,2,5,"0"
"5178",309900,34,170,68,2,4,"0"
"5186",309900,34,170,68,2,4,"0"
"5195",309900,34,172,68,2,4,"0"
"5201",309900,161,154,68,2,4,"0"
"5209",309900,196,156,68,2,4,"0"
"5214",309900,161,151,68,2,4,"0"
"5221",309900,161,131,68,2,4,"0"
"5228",309900,161,173,68,2,4,"0"
"5243",309900,161,150,68,2,4,"0"
"5255",309900,34,172,68,2,4,"0"
"5262",309900,34,172,68,2,4,"0"
"5268",309900,34,173,68,2,4,"0"
"5275",309900,161,108,68,2,4,"0"
"5280",309900,161,108,68,2,5,"0"
"5282",309900,34,172,68,2,4,"0"
"5293",309900,34,172,68,2,4,"0"
"5302",309900,34,173,68,2,4,"0"
"5308",309900,34,169,68,2,4,"0"
"5318",309900,161,173,68,2,4,"0"
"5324",309900,34,172,68,2,4,"0"
"5330",309900,34,172,68,2,4,"0"
"5335",309900,34,172,68,2,4,"0"
"5343",309900,34,172,68,2,4,"0"
"5348",309900,34,173,68,2,4,"0"
"5353",309900,34,173,68,2,4,"0"
"5358",309900,34,172,68,2,4,"0"
"5365",309900,34,174,68,2,4,"0"
"5371",309900,34,170,68,2,4,"0"
"5383",309900,34,174,68,2,4,"0"
"5391",309900,34,176,68,2,4,"0"
"5397",309900,34,121,68,2,4,"0"
"5405",309900,34,146,68,2,4,"0"
"5413",309900,34,153,588,2,4,"0"
"5421",309900,34,144,588,2,4,"0"
"5427",309900,34,126,588,2,4,"0"
"5435",309900,85,100,588,2,4,"0"
"5441",309900,34,127,588,2,4,"0"
"5447",309900,34,159,588,2,4,"0"
"5454",309900,34,120,588,2,4,"0"
"5462",309900,85,111,588,2,4,"0"
"5473",309900,34,133,588,2,4,"0"
"5478",309900,85,170,588,2,4,"0"
"5484",309900,34,172,588,2,4,"0"
"5490",309900,209,152,588,2,4,"0"
"5497",309900,85,91,588,2,4,"0"
"5504",309900,85,170,588,2,4,"0"
"5510",309900,85,123,588,2,4,"0"
"5516",309900,85,88,588,2,4,"0"
"5525",309900,85,102,588,2,4,"0"
"5531",309900,236,173,588,2,3,"1"
"5537",309900,85,150,588,2,4,"0"
"5538",309900,85,108,588,2,4,"0"
"5554",309900,85,108,588,2,4,"0"
"5556",309900,85,173,588,2,4,"0"
"5567",309900,209,100,588,2,4,"0"
"5579",309900,34,152,588,2,4,"0"
"5584",309900,34,144,588,2,4,"0"
"5592",309900,85,172,588,2,4,"0"
"5597",309900,34,152,588,2,4,"0"
"5603",309900,174,172,588,2,4,"0"
"5604",309900,174,170,588,2,4,"0"
"5610",309900,236,113,588,2,4,"0"
"5621",309900,174,113,588,2,4,"0"
"5627",309900,85,90,588,2,4,"0"
"5638",309900,85,170,588,2,4,"0"
"5647",309900,85,90,588,2,4,"0"
"5657",309900,236,119,588,2,4,"0"
"5666",309900,85,110,588,2,4,"0"
"5674",309900,85,150,588,2,4,"0"
"5681",309900,85,121,588,2,4,"0"
"5691",309900,34,122,588,2,4,"0"
"5697",309900,34,145,588,2,4,"0"
"5704",309900,34,99,588,2,4,"0"
"5711",309900,34,124,588,2,4,"0"
"5717",309900,34,148,588,2,4,"0"
"5723",309900,85,149,588,2,4,"0"
"5733",309900,174,165,588,2,4,"0"
"5737",309900,85,91,588,2,4,"0"
"5746",309900,34,149,588,2,3,"1"
"5753",309900,34,123,588,2,4,"0"
"5761",309900,34,176,588,2,4,"0"
"5767",309900,34,144,588,2,4,"0"
"5773",309900,34,99,588,2,4,"0"
"5783",309900,85,91,588,2,4,"0"
"5794",309900,34,100,588,2,4,"0"
"5801",309900,34,121,588,2,4,"0"
"5812",309900,85,157,588,2,4,"0"
"5823",309900,34,99,588,2,4,"0"
"5829",309900,34,120,588,2,4,"0"
"5836",309900,34,146,588,2,4,"0"
"5844",309900,85,88,588,2,4,"0"
"5850",309900,85,91,588,2,4,"0"
"5862",309900,174,96,588,2,3,"1"
"5867",309900,85,173,588,2,4,"0"
"5872",309900,85,95,588,2,4,"0"
"5876",309900,85,170,588,2,4,"0"
"5882",309900,85,173,588,2,4,"0"
"5889",309900,85,100,588,2,4,"0"
"5893",309900,85,141,588,2,4,"0"
"5900",309900,34,173,588,2,4,"0"
"5904",309900,174,96,588,2,4,"0"
"5912",309900,85,173,588,2,4,"0"
"5919",309900,85,156,588,1,7,"0"
"5926",309900,85,112,588,2,4,"0"
"5930",309900,85,173,588,2,4,"0"
"5937",309900,85,173,588,2,4,"0"
"5943",309900,85,173,588,2,4,"0"
"5947",309900,85,158,588,2,4,"0"
"5953",309900,85,121,588,2,3,"1"
"5957",309900,161,121,588,2,4,"0"
"5959",309900,85,90,588,2,4,"0"
"5961",309900,85,121,588,2,4,"0"
"5963",309900,161,167,588,2,4,"0"
"5965",309900,34,121,588,2,4,"0"
"5969",309900,174,86,588,2,4,"0"
"5972",309900,85,96,588,2,4,"0"
"5974",309900,85,86,588,2,4,"0"
"5976",309900,34,86,588,2,4,"0"
"5979",309900,196,112,588,2,4,"0"
"5981",309900,85,100,588,2,4,"0"
"5983",309900,85,86,588,2,4,"0"
"5985",309900,236,156,588,2,4,"0"
"5987",309900,236,169,588,2,4,"0"
"5989",309900,236,122,588,2,4,"0"
"5991",309900,85,90,588,2,4,"0"
"5993",309900,174,133,588,2,4,"0"
"5998",309900,236,133,588,2,4,"0"
"6000",309900,174,122,588,2,4,"0"
"6002",309900,209,133,588,2,4,"0"
"6010",309900,236,121,588,2,4,"0"
"6012",309900,236,141,588,2,4,"0"
"6014",309900,196,173,588,2,4,"0"
"6018",309900,236,173,588,2,4,"0"
"6024",309900,236,175,588,2,4,"0"
"6031",309900,174,151,588,2,4,"0"
"6033",309900,236,174,588,2,4,"0"
"6035",309900,85,45,588,2,4,"0"
"6037",309900,209,86,588,2,4,"0"
"6039",309900,34,122,588,2,4,"0"
"6044",309900,174,121,588,2,4,"0"
"6052",309900,34,141,588,2,4,"0"
"6054",309900,236,156,588,2,4,"0"
"6063",309900,236,86,588,2,4,"0"
"6070",309900,85,174,126,2,4,"0"
"6081",309900,85,133,126,2,4,"0"
"6087",309900,209,121,126,2,4,"0"
"6093",309900,209,121,126,2,4,"0"
"6100",309900,161,172,126,2,4,"0"
"6110",309900,34,173,224,2,4,"0"
"6117",309900,34,175,224,2,4,"0"
"6123",309900,34,174,224,2,4,"0"
"6129",309900,34,172,224,2,4,"0"
"6136",309900,34,174,224,2,4,"0"
"6142",309900,34,172,224,2,4,"0"
"6149",309900,34,173,224,2,4,"0"
"6157",309900,34,133,224,2,4,"0"
"6160",309900,34,121,224,2,4,"0"
"6165",309900,34,170,224,2,4,"0"
"6169",309900,34,173,224,2,4,"0"
"6173",309900,34,100,224,2,4,"0"
"6181",309900,34,172,224,2,4,"0"
"6185",309900,34,168,224,2,4,"0"
"6189",309900,34,96,224,2,4,"0"
"6193",309900,34,121,224,1,7,"0"
"6199",309900,85,156,224,2,4,"0"
"6201",309900,34,141,224,2,4,"0"
"6203",309900,34,112,224,2,4,"0"
"6207",309900,34,96,224,2,4,"0"
"6209",309900,34,100,224,2,4,"0"
"6211",309900,34,156,224,2,4,"0"
"6214",309900,85,157,224,2,4,"0"
"6216",309900,236,173,224,2,4,"0"
"6227",309900,85,144,224,2,4,"0"
"6232",309900,85,141,224,2,4,"0"
"6237",309900,34,149,224,2,4,"0"
"6243",309900,85,97,224,2,4,"0"
"6253",309900,85,121,224,2,4,"0"
"6271",309900,85,108,224,2,4,"0"
"6282",309900,85,100,224,2,4,"0"
"6283",309900,85,167,224,2,4,"0"
"6299",309900,34,150,224,2,4,"0"
"6312",309900,34,172,224,2,4,"0"
"6318",309900,85,170,224,2,4,"0"
"6324",309900,209,150,224,2,4,"0"
"6330",309900,34,172,224,2,4,"0"
"6337",309900,34,172,224,2,4,"0"
"6343",309900,34,174,224,2,4,"0"
"6347",309900,34,168,224,2,4,"0"
"6351",309900,34,96,224,2,4,"0"
"6355",309900,34,122,224,2,4,"0"
"6360",309900,34,96,224,2,4,"0"
"6365",309900,34,144,224,2,4,"0"
"6369",309900,34,122,224,2,4,"0"
"6373",309900,34,112,224,2,4,"0"
"6377",309900,34,141,224,2,4,"0"
"6382",309900,85,100,224,2,4,"0"
"6389",309900,34,173,224,2,4,"0"
"6393",309900,34,90,224,2,4,"0"
"6397",309900,34,174,224,2,4,"0"
"6402",309900,34,133,224,2,4,"0"
"6409",309900,34,141,224,2,4,"0"
"6414",309900,34,168,224,2,4,"0"
"6418",309900,34,133,224,2,4,"0"
"6422",309900,34,177,224,2,4,"0"
"6426",309900,34,144,224,2,4,"0"
"6431",309900,34,133,224,2,4,"0"
"6437",309900,34,170,224,2,4,"0"
"6441",309900,34,148,224,2,4,"0"
"6448",309900,34,159,224,2,4,"0"
"6454",309900,85,166,224,2,4,"0"
"6464",309900,34,173,224,2,4,"0"
"6474",309900,34,173,224,2,4,"0"
"6481",309900,34,173,224,2,4,"0"
"6493",309900,85,111,224,2,4,"0"
"6501",309900,85,173,224,2,4,"0"
"6512",309900,85,173,224,2,4,"0"
"6520",309900,85,173,224,2,4,"0"
"6532",309900,34,174,224,2,4,"0"
"6540",309900,34,174,224,2,4,"0"
"6548",309900,34,174,224,2,4,"0"
"6558",309900,34,174,224,2,4,"0"
"6566",309900,34,174,224,2,4,"0"
"6574",309900,34,174,224,2,4,"0"
"6582",309900,34,173,224,2,4,"0"
"6588",309900,85,96,224,2,4,"0"
"6601",309900,85,108,224,2,5,"0"
"6602",309900,85,168,224,2,4,"0"
"6612",309900,85,108,224,2,4,"0"
"6623",309900,85,108,224,2,4,"0"
"6629",309900,34,173,224,2,4,"0"
"6638",309900,85,101,224,2,4,"0"
"6645",309900,34,147,224,2,4,"0"
"6651",309900,85,95,280,2,4,"0"
"6656",309900,85,173,280,2,4,"0"
"6662",309900,34,96,301,2,4,"0"
"6665",309900,34,170,301,2,4,"0"
"6670",309900,34,170,301,2,4,"0"
"6677",309900,34,172,301,2,4,"0"
"6680",309900,34,171,301,2,4,"0"
"6685",309900,34,156,301,2,4,"0"
"6689",309900,34,121,301,2,4,"0"
"6693",309900,34,167,301,2,4,"0"
"6697",309900,34,170,301,2,4,"0"
"6700",309900,34,166,301,2,4,"0"
"6706",309900,34,165,301,2,4,"0"
"6709",309900,209,173,301,2,4,"0"
"6714",309900,161,152,301,2,4,"0"
"6721",309900,161,108,301,2,4,"0"
"6735",309900,161,91,301,2,4,"0"
"6736",309900,174,156,301,2,4,"0"
"6742",309900,34,170,301,2,4,"0"
"6749",309900,174,170,301,2,4,"0"
"6754",309900,161,173,301,2,4,"0"
"6757",309900,34,173,301,2,4,"0"
"6765",309900,34,167,301,2,4,"0"
"6771",309900,34,172,301,2,4,"0"
"6774",309900,174,170,301,2,4,"0"
"6781",309900,174,172,301,2,4,"0"
"6789",309900,34,166,301,2,4,"0"
"6794",309900,34,167,301,2,4,"0"
"6800",309900,34,173,301,2,4,"0"
"6805",309900,34,170,301,2,3,"1"
"6814",309900,34,167,301,2,4,"0"
"6819",309900,34,133,301,2,4,"0"
"6823",309900,34,90,301,2,4,"0"
"6827",309900,161,114,301,2,4,"0"
"6835",309900,34,173,301,2,4,"0"
"6845",309900,34,173,301,2,4,"0"
"6854",309900,34,173,301,2,4,"0"
"6864",309900,34,173,301,2,4,"0"
"6872",309900,34,173,301,2,4,"0"
"6880",309900,161,173,301,2,4,"0"
"6888",309900,34,173,301,2,4,"0"
"6896",309900,34,174,301,2,4,"0"
"6905",309900,34,173,301,2,4,"0"
"6914",309900,34,172,301,2,4,"0"
"6922",309900,34,174,301,2,4,"0"
"6931",309900,34,173,301,2,4,"0"
"6940",309900,34,173,301,2,4,"0"
"6947",309900,34,173,301,2,4,"0"
"6954",309900,34,173,301,2,4,"0"
"6966",309900,34,173,301,2,4,"0"
"6972",309900,34,174,301,2,4,"0"
"6981",309900,34,173,301,2,4,"0"
"6989",309900,34,173,301,2,4,"0"
"6997",309900,174,124,301,2,4,"0"
"7003",309900,34,173,301,2,4,"0"
"7010",309900,34,173,301,2,4,"0"
"7018",309900,34,172,301,2,4,"0"
"7026",309900,34,173,301,2,4,"0"
"7035",309900,34,173,301,2,4,"0"
"7044",309900,34,173,301,2,4,"0"
"7054",309900,34,173,301,2,4,"0"
"7062",309900,34,172,301,2,4,"0"
"7071",309900,34,152,260,2,4,"0"
"7073",309900,85,86,260,2,4,"0"
"7078",309900,85,152,260,2,4,"0"
"7086",309900,85,168,260,2,4,"0"
"7088",309900,174,59,260,2,4,"0"
"7090",309900,236,156,260,2,4,"0"
"7092",309900,34,86,260,2,4,"0"
"7094",309900,85,121,260,2,4,"0"
"7097",309900,174,121,260,2,4,"0"
"7099",309900,34,149,464,2,4,"0"
"7100",309900,34,112,464,2,4,"0"
"7103",309900,196,173,464,2,4,"0"
"7108",309900,196,96,464,2,3,"1"
"7113",309900,34,118,464,2,4,"0"
"7119",309900,34,122,464,2,4,"0"
"7125",309900,34,99,464,2,4,"0"
"7132",309900,85,172,464,2,4,"0"
"7134",309900,34,142,464,2,4,"0"
"7141",309900,196,101,464,2,4,"0"
"7153",309900,34,160,464,2,4,"0"
"7161",309900,34,125,464,2,4,"0"
"7168",309900,34,124,464,2,4,"0"
"7179",309900,34,122,464,2,4,"0"
"7186",309900,85,102,464,2,4,"0"
"7194",309900,34,147,464,2,4,"0"
"7201",309900,85,120,464,2,4,"0"
"7203",309900,34,149,464,2,4,"0"
"7210",309900,85,172,464,2,4,"0"
"7211",309900,85,170,464,2,4,"0"
"7217",309900,34,122,464,2,4,"0"
"7223",309900,34,143,464,2,4,"0"
"7230",309900,34,119,464,2,4,"0"
"7238",309900,34,144,464,2,4,"0"
"7244",309900,196,173,464,2,4,"0"
"7255",309900,85,141,464,2,4,"0"
"7260",309900,196,173,464,2,4,"0"
"7264",309900,34,165,464,2,4,"0"
"7268",309900,196,172,464,2,4,"0"
"7272",309900,34,151,464,2,4,"0"
"7275",309900,196,174,464,2,4,"0"
"7280",309900,85,171,464,2,4,"0"
"7284",309900,196,149,464,2,4,"0"
"7290",309900,196,151,464,2,4,"0"
"7294",309900,34,156,464,2,4,"0"
"7299",309900,196,149,464,2,4,"0"
"7304",309900,196,165,464,2,4,"0"
"7310",309900,34,166,464,2,4,"0"
"7314",309900,196,165,464,2,4,"0"
"7319",309900,196,173,464,2,4,"0"
"7325",309900,196,149,464,2,4,"0"
"7329",309900,196,156,464,2,4,"0"
"7331",309900,196,174,464,2,4,"0"
"7339",309900,196,170,464,2,4,"0"
"7342",309900,85,173,464,2,4,"0"
"7347",309900,196,156,464,2,4,"0"
"7350",309900,196,151,464,2,4,"0"
"7355",309900,34,144,464,2,4,"0"
"7359",309900,85,170,464,2,4,"0"
"7365",309900,196,172,464,2,4,"0"
"7374",309900,34,121,464,2,4,"0"
"7381",309900,196,121,464,2,4,"0"
"7385",309900,196,112,464,2,4,"0"
"7388",309900,34,114,464,2,4,"0"
"7398",309900,196,144,464,2,4,"0"
"7402",309900,196,156,464,2,4,"0"
"7407",309900,196,100,464,2,4,"0"
"7411",309900,34,152,464,2,4,"0"
"7415",309900,196,149,464,2,4,"0"
"7420",309900,196,152,464,2,4,"0"
"7427",309900,196,133,464,2,3,"1"
"7435",309900,196,151,464,2,4,"0"
"7441",309900,34,141,464,2,4,"0"
"7446",309900,34,152,464,2,4,"0"
"7451",309900,34,152,464,2,4,"0"
"7456",309900,196,172,464,2,4,"0"
"7462",309900,196,170,464,2,4,"0"
"7468",309900,34,172,414,2,4,"0"
"7475",309900,34,104,414,2,4,"0"
"7481",309900,34,172,414,2,4,"0"
"7488",309900,34,172,414,2,4,"0"
"7495",309900,174,170,414,2,4,"0"
"7505",309900,34,125,414,2,4,"0"
"7512",309900,34,101,414,2,4,"0"
"7519",309900,34,126,414,2,4,"0"
"7526",309900,34,125,414,2,4,"0"
"7533",309900,34,147,414,2,4,"0"
"7540",309900,34,172,414,2,4,"0"
"7547",309900,34,145,414,2,4,"0"
"7555",309900,34,173,414,2,4,"0"
"7562",309900,34,173,414,2,4,"0"
"7569",309900,34,172,414,2,4,"0"
"7577",309900,34,173,414,2,4,"0"
"7584",309900,34,176,414,2,4,"0"
"7591",309900,34,172,414,2,4,"0"
"7598",309900,34,149,414,2,4,"0"
"7604",309900,34,126,414,2,4,"0"
"7611",309900,34,23,414,2,4,"0"
"7620",309900,34,173,414,2,4,"0"
"7627",309900,196,173,414,2,4,"0"
"7630",309900,34,172,414,2,4,"0"
"7633",309900,34,121,414,2,4,"0"
"7636",309900,174,133,414,2,3,"1"
"7639",309900,34,133,414,2,4,"0"
"7642",309900,34,121,414,2,4,"0"
"7645",309900,34,133,414,2,4,"0"
"7649",309900,34,96,414,2,4,"0"
"7653",309900,34,144,414,2,4,"0"
"7657",309900,34,100,414,2,4,"0"
"7662",309900,34,151,414,2,4,"0"
"7671",309900,34,122,414,2,4,"0"
"7674",309900,34,152,414,2,4,"0"
"7679",309900,34,149,414,2,4,"0"
"7684",309900,196,133,414,2,4,"0"
"7693",309900,196,173,414,2,4,"0"
"7698",309900,196,149,414,2,4,"0"
"7704",309900,196,143,414,2,4,"0"
"7718",309900,196,173,414,2,4,"0"
"7720",309900,34,149,414,2,4,"0"
"7725",309900,34,157,414,2,4,"0"
"7729",309900,34,122,414,2,4,"0"
"7737",309900,34,141,414,2,4,"0"
"7739",309900,34,96,414,2,4,"0"
"7741",309900,34,100,414,2,4,"0"
"7743",309900,34,133,414,2,4,"0"
"7746",309900,34,121,414,2,4,"0"
"7748",309900,34,152,414,2,4,"0"
"7750",309900,34,121,414,2,3,"1"
"7754",309900,174,170,414,2,4,"0"
"7763",309900,34,100,414,2,4,"0"
"7770",309900,161,173,414,2,3,"1"
"7775",309900,85,173,414,2,3,"1"
"7778",309900,34,173,414,2,4,"0"
"7786",309900,34,173,414,2,4,"0"
"7792",309900,34,173,414,2,4,"0"
"7801",309900,34,173,414,2,4,"0"
"7809",309900,34,173,414,2,4,"0"
"7818",309900,85,172,414,2,4,"0"
"7820",309900,161,170,414,2,4,"0"
"7823",309900,34,157,443,2,4,"0"
"7825",309900,85,90,443,2,4,"0"
"7830",309900,34,100,443,2,4,"0"
"7839",309900,34,160,443,2,4,"0"
"7846",309900,34,149,443,2,4,"0"
"7852",309900,34,154,443,2,4,"0"
"7859",309900,34,149,443,2,4,"0"
"7869",309900,34,146,443,2,4,"0"
"7876",309900,34,146,443,2,4,"0"
"7882",309900,85,121,443,2,3,"1"
"7888",309900,85,108,443,2,4,"0"
"7895",309900,174,100,443,2,4,"0"
"7900",309900,34,96,443,1,7,"0"
"7907",309900,34,144,443,2,4,"0"
"7912",309900,34,95,443,1,7,"0"
"7919",309900,34,144,443,2,4,"0"
"7922",309900,34,133,443,2,4,"0"
"7927",309900,34,168,443,2,4,"0"
"7932",309900,174,121,443,2,4,"0"
"7935",309900,34,168,443,2,4,"0"
"7939",309900,174,152,443,2,4,"0"
"7944",309900,34,151,443,2,4,"0"
"7949",309900,209,151,443,2,4,"0"
"7958",309900,34,133,443,2,4,"0"
"7962",309900,174,141,443,2,4,"0"
"7966",309900,34,133,443,2,4,"0"
"7969",309900,34,152,443,2,4,"0"
"7974",309900,34,156,443,2,4,"0"
"7979",309900,34,133,443,2,4,"0"
"7984",309900,85,122,443,2,4,"0"
"7988",309900,85,87,443,2,4,"0"
"7991",309900,34,149,443,2,4,"0"
"7993",309900,174,112,443,2,4,"0"
"7997",309900,34,149,443,2,4,"0"
"7999",309900,85,95,443,2,4,"0"
"8003",309900,85,122,443,2,4,"0"
"8006",309900,85,96,443,2,4,"0"
"8008",309900,85,173,443,2,4,"0"
"8012",309900,34,133,443,2,4,"0"
"8014",309900,85,122,443,2,4,"0"
"8021",309900,209,121,443,2,3,"1"
"8029",309900,174,172,443,2,4,"0"
"8031",309900,174,175,443,2,4,"0"
"8039",309900,85,122,443,2,4,"0"
"8042",309900,85,86,443,2,4,"0"
"8044",309900,34,172,443,2,4,"0"
"8046",309900,34,86,443,2,4,"0"
"8048",309900,34,100,443,2,4,"0"
"8054",309900,34,173,443,2,4,"0"
"8056",309900,85,173,443,2,4,"0"
"8058",309900,85,157,443,2,4,"0"
"8062",309900,34,122,443,2,4,"0"
"8068",309900,85,173,443,2,4,"0"
"8070",309900,85,152,443,2,4,"0"
"8073",309900,174,141,443,2,4,"0"
"8077",309900,85,167,443,2,4,"0"
"8082",309900,34,156,443,2,4,"0"
"8088",309900,85,169,443,2,4,"0"
"8090",309900,161,158,443,2,4,"0"
"8094",309900,85,173,443,2,4,"0"
"8102",309900,174,150,443,2,4,"0"
"8108",309900,85,110,443,2,4,"0"
"8117",309900,85,101,443,2,4,"0"
"8122",309900,174,170,443,2,4,"0"
"8128",309900,34,110,443,2,4,"0"
"8129",309900,174,86,443,2,4,"0"
"8133",309900,209,133,443,2,4,"0"
"8137",309900,174,152,443,2,4,"0"
"8147",309900,174,173,443,2,4,"0"
"8152",309900,34,158,443,2,4,"0"
"8162",309900,85,173,443,2,4,"0"
"8169",309900,85,86,443,2,4,"0"
"8173",309900,85,122,443,2,4,"0"
"8177",309900,34,152,443,2,4,"0"
"8182",309900,174,122,443,2,4,"0"
"8186",309900,174,86,443,2,4,"0"
"8196",309900,85,22,443,2,4,"0"
"8212",309900,236,173,443,2,4,"0"
"8223",309900,85,106,443,2,4,"0"
"8232",309900,174,121,443,2,3,"1"
"8240",309900,85,172,443,2,4,"0"
"8246",309900,236,150,443,2,4,"0"
"8251",309900,85,149,443,2,4,"0"
"8256",309900,174,149,443,2,4,"0"
"8262",309900,34,144,443,2,4,"0"
"8268",309900,85,141,443,2,4,"0"
"8274",309900,85,173,443,2,4,"0"
"8280",309900,174,156,443,2,4,"0"
"8290",309900,196,108,443,2,4,"0"
"8300",309900,236,100,443,2,4,"0"
"8312",309900,236,100,443,2,4,"0"
"8329",309900,85,111,443,2,4,"0"
"8330",309900,85,173,443,2,4,"0"
"8331",309900,85,90,443,2,4,"0"
"8350",309900,85,75,443,2,4,"0"
"8351",309900,174,173,443,2,4,"0"
"8366",309900,236,173,443,2,4,"0"
"8368",309900,85,91,443,2,3,"1"
"8376",309900,85,173,443,2,4,"0"
"8378",309900,85,111,443,2,4,"0"
"8387",309900,85,91,443,2,4,"0"
"8398",309900,34,144,443,2,4,"0"
"8406",309900,34,157,443,2,4,"0"
"8412",309900,34,140,443,2,4,"0"
"8420",309900,34,149,443,2,4,"0"
"8426",309900,85,157,443,2,4,"0"
"8437",309900,34,148,443,2,4,"0"
"8445",309900,34,125,443,2,4,"0"
"8451",309900,34,122,443,2,4,"0"
"8459",309900,34,116,443,2,4,"0"
"8466",309900,236,92,443,2,4,"0"
"8476",309900,85,151,443,2,4,"0"
"8487",309900,85,165,443,2,4,"0"
"8499",309900,209,90,443,2,4,"0"
"8501",309900,236,111,443,2,4,"0"
"8503",309900,85,113,443,2,4,"0"
"8519",309900,34,133,38,2,4,"0"
"8528",309900,34,133,38,2,4,"0"
"8536",309900,34,112,38,2,4,"0"
"8547",309900,34,173,38,2,4,"0"
"8550",309900,34,112,38,2,4,"0"
"8559",309900,34,149,644,2,4,"0"
"8561",309900,161,112,644,2,4,"0"
"8568",309900,34,158,596,2,4,"0"
"8573",309900,34,121,596,2,4,"0"
"8578",309900,34,152,596,2,4,"0"
"8582",309900,34,141,596,2,4,"0"
"8586",309900,34,174,596,2,4,"0"
"8594",309900,161,173,596,2,4,"0"
"8603",309900,34,156,596,2,4,"0"
"8608",309900,209,173,596,2,4,"0"
"8617",309900,34,108,596,2,4,"0"
"8629",309900,85,154,596,2,4,"0"
"8635",309900,85,173,596,2,4,"0"
"8642",309900,85,159,596,2,4,"0"
"8648",309900,85,160,596,2,4,"0"
"8655",309900,161,173,596,2,4,"0"
"8664",309900,85,170,596,2,4,"0"
"8672",309900,85,173,596,2,4,"0"
"8684",309900,161,156,596,2,4,"0"
"8695",309900,34,24,596,2,4,"0"
"8704",309900,196,170,596,2,4,"0"
"8713",309900,196,170,596,2,4,"0"
"8720",309900,34,172,596,2,4,"0"
"8727",309900,161,173,596,2,4,"0"
"8737",309900,34,150,596,2,4,"0"
"8745",309900,161,170,596,2,4,"0"
"8753",309900,34,165,596,2,4,"0"
"8758",309900,34,148,596,2,4,"0"
"8765",309900,34,101,596,2,4,"0"
"8773",309900,34,135,596,2,4,"0"
"8780",309900,34,114,596,2,4,"0"
"8783",309900,34,125,596,2,4,"0"
"8791",309900,34,124,596,2,4,"0"
"8797",309900,34,97,596,2,4,"0"
"8804",309900,34,124,596,2,4,"0"
"8811",309900,34,103,596,2,4,"0"
"8819",309900,34,96,596,2,4,"0"
"8827",309900,34,145,596,2,4,"0"
